filename,question_number,topic,confidence
0607_s14_qp_42.json,12(a),trigonometry,high
0607_s14_qp_42.json,12(b),trigonometry,high
0607_s14_qp_42.json,12(c),trigonometry,high
0607_s14_qp_42.json,13(a),solving linear equations,high
0607_s14_qp_42.json,13(b)(i),solving linear equations,high
0607_s14_qp_42.json,13(b)(ii),solving linear equations,high
0607_s14_qp_42.json,13(c),topics in arithmetic,high
0607_s14_qp_43.json,1(a),topics in arithmetic,high
0607_s14_qp_43.json,1(b),topics in arithmetic,high
0607_s14_qp_43.json,1(c),topics in arithmetic,high
0607_s14_qp_43.json,2(a)(i),topics in arithmetic,high
0607_s14_qp_43.json,2(a)(ii),topics in arithmetic,high
0607_s14_qp_43.json,2(a)(iii),topics in arithmetic,high
0607_s14_qp_43.json,2(b),topics in arithmetic,high
0607_s14_qp_43.json,2(c),topics in arithmetic,high
0607_s14_qp_43.json,3(a),inequalities,high
0607_s14_qp_43.json,3(b),inequalities,high
0607_s14_qp_43.json,3(c),solving quadratic equations,high
0607_s14_qp_43.json,4(a)(i),vectors,high
0607_s14_qp_43.json,4(a)(ii),vectors,high
0607_s14_qp_43.json,4(b)(i),vectors,high
0607_s14_qp_43.json,4(b)(ii),straight lines,high
0607_s14_qp_43.json,5(a),statistics,high
0607_s14_qp_43.json,5(b),statistics,high
0607_s14_qp_43.json,5(c),statistics,high
0607_s14_qp_43.json,5(d)(i),statistics,high
0607_s14_qp_43.json,5(d)(ii),statistics,high
0607_s14_qp_43.json,6(a),functions,high
0607_s14_qp_43.json,6(b),functions,high
0607_s14_qp_43.json,6(c),functions,high
0607_s14_qp_43.json,6(d),functions,high
0607_s14_qp_43.json,6(e),functions,high
0607_s14_qp_43.json,7(a),angles,high
0607_s14_qp_43.json,7(b),circle theorems,high
0607_s14_qp_43.json,7(c),similarity,high
0607_s14_qp_43.json,8(a)(i),mensuration,high
0607_s14_qp_43.json,8(a)(ii),mensuration,high
0607_s14_qp_43.json,8(b),mensuration,high
0607_s14_qp_43.json,9(a),functions,high
0607_s14_qp_43.json,9(b),functions,high
0607_s14_qp_43.json,10(a),trigonometry,high
0607_s14_qp_43.json,10(b),trigonometry,high
0607_s14_qp_43.json,10(c)(i),trigonometry,high
0607_s14_qp_43.json,10(c)(ii),trigonometry,high
0607_s14_qp_43.json,10(d)(i),angles,high
0607_s14_qp_43.json,10(d)(ii),angles,high
0607_s14_qp_43.json,11(a),expanding and factorising,high
0607_s14_qp_43.json,11(b),expanding and factorising,high
0607_s14_qp_43.json,12(a),statistics,high
0607_s14_qp_43.json,12(b),statistics,high
0607_s14_qp_43.json,13(a)(i),probability,high
0607_s14_qp_43.json,13(a)(ii),probability,high
0607_s14_qp_43.json,13(b)(i),probability,high
0607_s14_qp_43.json,13(b)(ii),probability,high
0607_s14_qp_43.json,13(b)(iii),probability,high
0607_s14_qp_43.json,14(a),trigonometry,high
0607_s14_qp_43.json,14(b),trigonometry,high
0607_s14_qp_43.json,14(c),trigonometry,high
0607_s15_qp_21.json,1(a),topics in arithmetic,high
0607_s15_qp_21.json,1(b),topics in arithmetic,high
0607_s15_qp_21.json,2(a),expanding and factorising,high
0607_s15_qp_21.json,2(b),expanding and factorising,high
0607_s15_qp_21.json,3,exponents and surds,high
0607_s15_qp_21.json,4,exponents and surds,high
0607_s15_qp_21.json,5(a),exponents and surds,high
0607_s15_qp_21.json,5(b),exponents and surds,high
0607_s15_qp_21.json,6,logarithms,high
0607_s15_qp_21.json,7,topics in arithmetic,high
0607_s15_qp_21.json,8(a),angles,high
0607_s15_qp_21.json,8(b),angles,high
0607_s15_qp_21.json,9(a),functions,high
0607_s15_qp_21.json,9(b),functions,high
0607_s15_qp_21.json,9(c),functions,high
0607_s15_qp_21.json,10(a),vectors,high
0607_s15_qp_21.json,10(b),vectors,high
0607_s15_qp_21.json,11,straight lines,high
0607_s15_qp_22.json,1(a),topics in arithmetic,high
0607_s15_qp_22.json,1(b),solving linear equations,high
0607_s15_qp_22.json,2(a)(i),exponents and surds,high
0607_s15_qp_22.json,2(a)(ii),exponents and surds,high
0607_s15_qp_22.json,2(b),exponents and surds,high
0607_s15_qp_22.json,3,vectors,high
0607_s15_qp_22.json,4(a),statistics,high
0607_s15_qp_22.json,4(b),statistics,high
0607_s15_qp_22.json,4(c),probability,high
0607_s15_qp_22.json,5(a),straight lines,high
0607_s15_qp_22.json,5(b),straight lines,high
0607_s15_qp_22.json,6,exponents and surds,high
0607_s15_qp_22.json,7,inequalities,high
0607_s15_qp_22.json,8,mensuration,high
0607_s15_qp_22.json,9,simultaneous equations,high
0607_s15_qp_22.json,10(a),logarithms,high
0607_s15_qp_22.json,10(b),logarithms,high
0607_s15_qp_22.json,10(c),logarithms,high
0607_s15_qp_22.json,11(a),circle theorems,high
0607_s15_qp_22.json,11(b),circle theorems,high
0607_s15_qp_22.json,11(c),circle theorems,high
0607_s15_qp_22.json,12,functions,high
0607_s15_qp_23.json,1(a),topics in arithmetic,high
0607_s15_qp_23.json,1(b),topics in arithmetic,high
0607_s15_qp_23.json,2,topics in arithmetic,high
0607_s15_qp_23.json,3(a)(i),topics in arithmetic,high
0607_s15_qp_23.json,3(a)(ii),exponents and surds,high
0607_s15_qp_23.json,3(b),topics in arithmetic,high
0607_s15_qp_23.json,4(a),mensuration,high
0607_s15_qp_23.json,4(b),transformations,medium
0607_s15_qp_23.json,5,inequalities,high
0607_s15_qp_23.json,6(a),statistics,high
0607_s15_qp_23.json,6(b)(i),probability,high
0607_s15_qp_23.json,6(b)(ii),probability,high
0607_s15_qp_23.json,7(a),simultaneous equations,high
0607_s15_qp_23.json,7(b)(i),inequalities,high
0607_s15_qp_23.json,7(b)(ii),inequalities,high
0607_s15_qp_23.json,8(a),circle theorems,high
0607_s15_qp_23.json,8(b),circle theorems,high
0607_s15_qp_23.json,8(c),circle theorems,high
0607_s15_qp_23.json,9,sets and Venn diagrams,high
0607_s15_qp_23.json,10(a),expanding and factorising,high
0607_s15_qp_23.json,10(b),solving linear equations,high
0607_s15_qp_23.json,11(a),logarithms,high
0607_s15_qp_23.json,11(b)(i),logarithms,high
0607_s15_qp_23.json,11(b)(ii),logarithms,high
0607_s15_qp_23.json,12,functions,high
0607_s15_qp_41.json,1(a),statistics,high
0607_s15_qp_41.json,1(b),statistics,high
0607_s15_qp_41.json,1(c),statistics,high
0607_s15_qp_41.json,1(d),statistics,high
0607_s15_qp_41.json,1(e),statistics,high
0607_s15_qp_41.json,2,simultaneous equations,high
0607_s15_qp_41.json,3(a),topics in arithmetic,high
0607_s15_qp_41.json,3(b),topics in arithmetic,high
0607_s15_qp_41.json,4(a),transformations,high
0607_s15_qp_41.json,4(b),transformations,high
0607_s15_qp_41.json,4(c),transformations,high
0607_s15_qp_41.json,5(a)(i),variation and proportion,high
0607_s15_qp_41.json,5(a)(ii),variation and proportion,high
0607_s15_qp_41.json,5(a)(iii),variation and proportion,high
0607_s15_qp_41.json,5(b),functions,high
0607_s15_qp_41.json,6(a),sets and Venn diagrams,high
0607_s15_qp_41.json,6(b),sets and Venn diagrams,high
0607_s15_qp_41.json,6(c)(i),sets and Venn diagrams,high
0607_s15_qp_41.json,6(c)(ii),sets and Venn diagrams,high
0607_s15_qp_41.json,6(c)(iii),sets and Venn diagrams,high
0607_s15_qp_41.json,6(d)(i),sets and Venn diagrams,high
0607_s15_qp_41.json,6(d)(ii),sets and Venn diagrams,high
0607_s15_qp_41.json,7(a),mensuration,high
0607_s15_qp_41.json,7(b),mensuration,high
0607_s15_qp_41.json,7(c),mensuration,high
0607_s15_qp_41.json,7(d),topics in arithmetic,high
0607_s15_qp_41.json,7(e),mensuration,high
0607_s15_qp_41.json,8(a)(i),circle theorems,high
0607_s15_qp_41.json,8(a)(ii),circle theorems,high
0607_s15_qp_41.json,8(a)(iii),circle theorems,high
0607_s15_qp_41.json,8(b),circle theorems,high
0607_s15_qp_41.json,8(c)(i),similarity,high
0607_s15_qp_41.json,8(c)(ii),similarity,high
0607_s15_qp_41.json,9(a)(i),statistics,high
0607_s15_qp_41.json,9(a)(ii),statistics,high
0607_s15_qp_41.json,9(b)(i),statistics,high
0607_s15_qp_41.json,9(b)(ii),statistics,high
0607_s15_qp_41.json,9(c)(i),straight lines,high
0607_s15_qp_41.json,9(c)(ii),straight lines,high
0607_s15_qp_41.json,10(a),trigonometry,high
0607_s15_qp_41.json,10(b),trigonometry,high
0607_s15_qp_41.json,10(c),trigonometry,high
0607_s15_qp_41.json,11(a)(i),topics in arithmetic,high
0607_s15_qp_41.json,11(a)(ii),logarithms,medium
0607_s15_qp_41.json,11(b)(i),topics in arithmetic,high
0607_s15_qp_41.json,11(b)(ii),logarithms,medium
0607_s15_qp_41.json,11(c),logarithms,medium
0607_s15_qp_41.json,12(a),probability,high
0607_s15_qp_41.json,12(b)(i),probability,high
0607_s15_qp_41.json,12(b)(ii),probability,high
0607_s15_qp_41.json,12(c),probability,high
0607_s15_qp_41.json,13(a),solving quadratic equations,high
0607_s15_qp_41.json,13(b),expanding and factorising,high
0607_s15_qp_41.json,13(c),mensuration,high
0607_s15_qp_41.json,13(d),solving linear equations,high
0607_s15_qp_41.json,14(a),expanding and factorising,high
0607_s15_qp_41.json,14(b),solving linear equations,high
0607_s15_qp_41.json,14(c),expanding and factorising,high
0607_s15_qp_41.json,14(d),variation and proportion,high
0607_s15_qp_41.json,15(a)(i),functions,high
0607_s15_qp_41.json,15(a)(ii),functions,high
0607_s15_qp_41.json,15(a)(iii),functions,high
0607_s15_qp_41.json,15(b)(i),functions,high
0607_s15_qp_41.json,15(b)(ii),functions,high
0607_s15_qp_41.json,15(c),inequalities,high
0607_s15_qp_42.json,1(a)(i),topics in arithmetic,high
0607_s15_qp_42.json,1(a)(ii),topics in arithmetic,high
0607_s15_qp_42.json,1(b),topics in arithmetic,high
0607_s15_qp_42.json,2(a),transformations,high
0607_s15_qp_42.json,2(b),transformations,high
0607_s15_qp_42.json,2(c),transformations,high
0607_s15_qp_42.json,3(a),topics in arithmetic,high
0607_s15_qp_42.json,3(b),topics in arithmetic,high
0607_s15_qp_42.json,3(c),topics in arithmetic,high
0607_s15_qp_42.json,4(a),functions,high
0607_s15_qp_42.json,4(b),functions,high
0607_s15_qp_42.json,4(c),functions,high
0607_s15_qp_42.json,4(d),functions,high
0607_s15_qp_42.json,4(e),functions,high
0607_s15_qp_42.json,5(a),statistics,high
0607_s15_qp_42.json,5(b),statistics,high
0607_s15_qp_42.json,5(c)(i),statistics,high
0607_s15_qp_42.json,5(c)(ii),statistics,high
0607_s15_qp_42.json,5(d),statistics,high
0607_s15_qp_42.json,5(e),statistics,high
0607_s15_qp_42.json,6(a),trigonometry,high
0607_s15_qp_42.json,6(b),trigonometry,high
0607_s15_qp_42.json,6(c),mensuration,high
0607_s15_qp_42.json,6(d),mensuration,high
0607_s15_qp_42.json,7(a),inequalities,high
0607_s15_qp_42.json,7(b)(i),inequalities,high
0607_s15_qp_42.json,7(b)(ii),inequalities,high
0607_s15_qp_42.json,8(a)(i),statistics,high
0607_s15_qp_42.json,8(a)(ii),statistics,high
0607_s15_qp_42.json,8(b)(i),statistics,high
0607_s15_qp_42.json,8(b)(ii),statistics,high
0607_s15_qp_42.json,8(b)(iii),statistics,high
0607_s15_qp_42.json,8(b)(iv),statistics,high
0607_s15_qp_42.json,9(a),probability,high
0607_s15_qp_42.json,9(b)(i),probability,high
0607_s15_qp_42.json,9(b)(ii),probability,high
0607_s15_qp_42.json,9(b)(iii),probability,high
0607_s15_qp_42.json,10(a),trigonometry,high
0607_s15_qp_42.json,10(b),trigonometry,high
0607_s15_qp_42.json,10(c),trigonometry,high
0607_s15_qp_42.json,10(d),trigonometry,high
0607_s15_qp_42.json,11(a)(i),trigonometry,high
0607_s15_qp_42.json,11(a)(ii),trigonometry,high
0607_s15_qp_42.json,11(b),trigonometry,high
0607_s15_qp_42.json,12(a),functions,high
0607_s15_qp_42.json,12(b)(i),functions,high
0607_s15_qp_42.json,12(b)(ii),functions,high
0607_s15_qp_42.json,12(c)(i),functions,high
0607_s15_qp_42.json,12(c)(ii),functions,high
0607_s15_qp_42.json,13(a),similarity,high
0607_s15_qp_42.json,13(b)(i),similarity,high
0607_s15_qp_42.json,13(b)(ii),similarity,high
0607_s15_qp_42.json,13(b)(iii),similarity,high
0607_s15_qp_43.json,1(a),topics in arithmetic,high
0607_s15_qp_43.json,1(b),topics in arithmetic,high
0607_s15_qp_43.json,1(c),topics in arithmetic,high
0607_s15_qp_43.json,2(a)(i),transformations,high
0607_s15_qp_43.json,2(a)(ii),transformations,high
0607_s15_qp_43.json,2(a)(iii),transformations,high
0607_s15_qp_43.json,2(b),transformations,high
0607_s15_qp_43.json,3(a)(i),topics in arithmetic,high
0607_s15_qp_43.json,3(a)(ii),topics in arithmetic,high
0607_s15_qp_43.json,3(b)(i),topics in arithmetic,high
0607_s15_qp_43.json,3(b)(ii),topics in arithmetic,high
0607_s15_qp_43.json,4(a),straight lines,high
0607_s15_qp_43.json,4(b),Pythagoras,high
0607_s15_qp_43.json,4(c),straight lines,high
0607_s15_qp_43.json,4(d),straight lines,high
0607_s15_qp_43.json,4(e),straight lines,high
0607_s15_qp_43.json,4(f),straight lines,high
0607_s15_qp_43.json,5(a),mensuration,high
0607_s15_qp_43.json,5(b),functions,high
0607_s15_qp_43.json,5(c),solving quadratic equations,high
0607_s15_qp_43.json,5(d),solving quadratic equations,high
0607_s15_qp_43.json,5(e),functions,high
0607_s15_qp_43.json,6(a)(i),sequences,high
0607_s15_qp_43.json,6(a)(ii),sequences,high
0607_s15_qp_43.json,6(b)(i),sequences,high
0607_s15_qp_43.json,6(b)(ii),sequences,high
0607_s15_qp_43.json,7(a),trigonometry,high
0607_s15_qp_43.json,7(b),trigonometry,high
0607_s15_qp_43.json,7(c),trigonometry,high
0607_s15_qp_43.json,8(a),statistics,high
0607_s15_qp_43.json,8(b),statistics,high
0607_s15_qp_43.json,8(c)(i),statistics,high
0607_s15_qp_43.json,8(c)(ii),statistics,high
0607_s15_qp_43.json,9(a)(i),similarity,high
0607_s15_qp_43.json,9(a)(ii),similarity,high
0607_s15_qp_43.json,9(a)(iii),similarity,high
0607_s15_qp_43.json,9(b)(i),mensuration,high
0607_s15_qp_43.json,9(b)(ii),mensuration,high
0607_s15_qp_43.json,10(a),probability,high
0607_s15_qp_43.json,10(b)(i),probability,high
0607_s15_qp_43.json,10(b)(ii),probability,high
0607_s15_qp_43.json,10(b)(iii),probability,high
0607_s15_qp_43.json,11(a),functions,high
0607_s15_qp_43.json,11(b),functions,high
0607_s15_qp_43.json,11(c),functions,high
0607_s15_qp_43.json,11(d),functions,high
0607_s15_qp_43.json,11(e),solving linear equations,high
0607_s15_qp_43.json,12(a)(i),functions,high
0607_s15_qp_43.json,12(a)(ii),functions,high
0607_s15_qp_43.json,12(b)(i),functions,high
0607_s15_qp_43.json,12(b)(ii),functions,high
0607_s15_qp_43.json,12(b)(iii),functions,high
0607_s16_qp_21.json,1(a),topics in arithmetic,high
0607_s16_qp_21.json,1(b),topics in arithmetic,high
0607_s16_qp_21.json,2(a),transformations,high
0607_s16_qp_21.json,2(b),transformations,high
0607_s16_qp_21.json,3,topics in arithmetic,high
0607_s16_qp_21.json,4(a),exponents and surds,high
0607_s16_qp_21.json,4(b),topics in arithmetic,high
0607_s16_qp_21.json,4(c),topics in arithmetic,high
0607_s16_qp_21.json,5(a),statistics,high
0607_s16_qp_21.json,5(b)(i),statistics,high
0607_s16_qp_21.json,5(b)(ii),statistics,high
0607_s16_qp_21.json,6,solving linear equations,high
0607_s16_qp_21.json,7(a),sets and Venn diagrams,high
0607_s16_qp_21.json,7(b)(i),sets and Venn diagrams,high
0607_s16_qp_21.json,7(b)(ii),sets and Venn diagrams,high
0607_s16_qp_21.json,8,inequalities,high
0607_s16_qp_21.json,9(a),circle theorems,high
0607_s16_qp_21.json,9(b),circle theorems,high
0607_s16_qp_21.json,10(a),expanding and factorising,high
0607_s16_qp_21.json,10(b),expanding and factorising,high
0607_s16_qp_21.json,11,exponents and surds,high
0607_s16_qp_21.json,12,vectors,high
0607_s16_qp_21.json,13,functions,high
0607_s16_qp_21.json,14,functions,high
0607_s16_qp_22.json,1,topics in arithmetic,high
0607_s16_qp_22.json,2,topics in arithmetic,high
0607_s16_qp_22.json,3,angles,high
0607_s16_qp_22.json,4,solving linear equations,high
0607_s16_qp_22.json,5(a),probability,high
0607_s16_qp_22.json,5(b),probability,high
0607_s16_qp_22.json,6,simultaneous equations,high
0607_s16_qp_22.json,7,exponents and surds,high
0607_s16_qp_22.json,8,inequalities,high
0607_s16_qp_22.json,9(a),exponents and surds,high
0607_s16_qp_22.json,9(b)(i),exponents and surds,high
0607_s16_qp_22.json,9(b)(ii),exponents and surds,high
0607_s16_qp_22.json,10,straight lines,high
0607_s16_qp_22.json,11,expanding and factorising,high
0607_s16_qp_22.json,12,exponents and surds,high
0607_s16_qp_22.json,13,mensuration,high
0607_s16_qp_22.json,14,statistics,high
0607_s16_qp_22.json,15,variation and proportion,high
0607_s16_qp_22.json,16,logarithms,high
0607_s16_qp_22.json,17,transformations,high
0607_s16_qp_23.json,1,topics in arithmetic,high
0607_s16_qp_23.json,2,variation and proportion,high
0607_s16_qp_23.json,3,statistics,high
0607_s16_qp_23.json,4(a),angles,high
0607_s16_qp_23.json,4(b),angles,high
0607_s16_qp_23.json,5,solving linear equations,high
0607_s16_qp_23.json,6(a),sequences,high
0607_s16_qp_23.json,6(b),sequences,high
0607_s16_qp_23.json,6(c),sequences,high
0607_s16_qp_23.json,7(a),topics in arithmetic,high
0607_s16_qp_23.json,7(b),topics in arithmetic,high
0607_s16_qp_23.json,8,expanding and factorising,high
0607_s16_qp_23.json,9,topics in arithmetic,high
0607_s16_qp_23.json,10,expanding and factorising,high
0607_s16_qp_23.json,11(a),exponents and surds,high
0607_s16_qp_23.json,11(b),exponents and surds,high
0607_s16_qp_23.json,12,simultaneous equations,high
0607_s16_qp_23.json,13(a),functions,high
0607_s16_qp_23.json,13(b),functions,high
0607_s16_qp_41.json,1(a)(i),topics in arithmetic,high
0607_s16_qp_41.json,1(a)(ii),topics in arithmetic,high
0607_s16_qp_41.json,1(b),topics in arithmetic,high
0607_s16_qp_41.json,2(a),variation and proportion,high
0607_s16_qp_41.json,2(b),variation and proportion,high
0607_s16_qp_41.json,2(c),variation and proportion,high
0607_s16_qp_41.json,3(a)(i),transformations,high
0607_s16_qp_41.json,3(a)(ii),transformations,high
0607_s16_qp_41.json,3(b)(i),transformations,high
0607_s16_qp_41.json,3(b)(ii),transformations,high
0607_s16_qp_41.json,4(a),mensuration,high
0607_s16_qp_41.json,4(b)(i),similarity,high
0607_s16_qp_41.json,4(b)(ii),similarity,high
0607_s16_qp_41.json,5(a),statistics,high
0607_s16_qp_41.json,5(b),statistics,high
0607_s16_qp_41.json,5(c)(i),statistics,high
0607_s16_qp_41.json,5(c)(ii),statistics,high
0607_s16_qp_41.json,5(d)(i),statistics,high
0607_s16_qp_41.json,5(d)(ii),statistics,high
0607_s16_qp_41.json,6(a),sequences,high
0607_s16_qp_41.json,6(b),sequences,high
0607_s16_qp_41.json,6(c),expanding and factorising,high
0607_s16_qp_41.json,6(d),sequences,high
0607_s16_qp_41.json,7(a),trigonometry,high
0607_s16_qp_41.json,7(b),trigonometry,high
0607_s16_qp_41.json,7(c),trigonometry,high
0607_s16_qp_41.json,8(a)(i),functions,high
0607_s16_qp_41.json,8(a)(ii),solving quadratic equations,high
0607_s16_qp_41.json,8(a)(iii),functions,high
0607_s16_qp_41.json,8(b)(i),functions,high
0607_s16_qp_41.json,8(b)(ii),functions,high
0607_s16_qp_41.json,8(b)(iii),functions,high
0607_s16_qp_41.json,9(a),topics in arithmetic,high
0607_s16_qp_41.json,9(b),topics in arithmetic,high
0607_s16_qp_41.json,9(c),topics in arithmetic,high
0607_s16_qp_41.json,10(a),straight lines,high
0607_s16_qp_41.json,10(b),straight lines,high
0607_s16_qp_41.json,10(c),simultaneous equations,high
0607_s16_qp_41.json,11(a),trigonometry,high
0607_s16_qp_41.json,11(b)(i),solving quadratic equations,high
0607_s16_qp_41.json,11(b)(ii),trigonometry,high
0607_s16_qp_41.json,11(c),trigonometry,high
0607_s16_qp_41.json,12(a),statistics,high
0607_s16_qp_41.json,12(b),statistics,high
0607_s16_qp_41.json,12(c)(i),statistics,high
0607_s16_qp_41.json,12(c)(ii),statistics,high
0607_s16_qp_41.json,12(d)(i),probability,high
0607_s16_qp_41.json,12(d)(ii),probability,high
0607_s16_qp_41.json,13(a)(i),functions,high
0607_s16_qp_41.json,13(a)(ii),functions,high
0607_s16_qp_41.json,13(a)(iii),functions,high
0607_s16_qp_41.json,13(b),functions,high
0607_s16_qp_42.json,1(a),transformations,high
0607_s16_qp_42.json,1(b),transformations,high
0607_s16_qp_42.json,1(c),transformations,high
0607_s16_qp_42.json,1(d)(i),transformations,high
0607_s16_qp_42.json,1(d)(ii),transformations,high
0607_s16_qp_42.json,2(a),topics in arithmetic,high
0607_s16_qp_42.json,2(b)(i),topics in arithmetic,high
0607_s16_qp_42.json,2(b)(ii),topics in arithmetic,high
